,Players,Values
0,Michael Rensing,700000.0
1,Lars Unnerstall,500000.0
2,Tim Wiesner,150000.0
3,Justin vom Steeg,
4,Kaan Ayhan,3500000.0
5,Andre Hoffmann,2500000.0
6,Alexander Madlung,600000.0
7,Kevin Akpoguma,400000.0
8,Gökhan Gül,200000.0
9,Robin Bormuth,100000.0
10,Lukas Schmitz,700000.0
11,Anderson Lucoqui,
12,Julian Schauerte,900000.0
13,Julian Koch,700000.0
14,Adam Bodzek,500000.0
15,Marcel Sobottka,250000.0
16,Justin Toshiki Kinjo,100000.0
17,Christian Gartner,400000.0
18,Oliver Fink,300000.0
19,Taylan Duman,
20,Axel Bellinghausen,500000.0
21,Arianit Ferati,600000.0
22,Özkan Yildirim,250000.0
23,Marlon Ritter,200000.0
24,Ihlas Bebou,550000.0
25,Jerome Kiesewetter,350000.0
26,Rouwen Hennings,2000000.0
27,Didier Ya Konan,800000.0
28,Maecky Ngombo,600000.0
29,Emmanuel Iyoha,200000.0
30,Kemal Rüzgar,150000.0
31,Karlo Majic,
