,Players,Values
0,Thomas Kraft,3000000.0
1,Rune Jarstein,750000.0
2,Marius Gersbeck,200000.0
3,Nils Körber,100000.0
4,Sascha Burchert,100000.0
5,John Anthony Brooks,4500000.0
6,Sebastian Langkamp,3000000.0
7,Niklas Stark,2000000.0
8,Nico Beyer,
9,Nico Schulz,3500000.0
10,Marvin Plattenhardt,2500000.0
11,Johannes van den Bergh,1000000.0
12,Maximilian Mittelstädt,
13,Peter Pekarik,3000000.0
14,Mitchell Weiser,750000.0
15,Yanni Regäsel,100000.0
16,Fabian Lustenberger,4000000.0
17,Florian Kohls,25000.0
18,Vladimir Darida,7000000.0
19,Per Ciljan Skjelbred,3000000.0
20,Tolga Cigerci,3000000.0
21,Jens Hegeler,2500000.0
22,Shawn Kauter,
23,Valentin Stocker,5000000.0
24,Änis Ben-Hatira,2500000.0
25,Ronny,2000000.0
26,Alexander Baumjohann,1000000.0
27,Salomon Kalou,4500000.0
28,Genki Haraguchi,1300000.0
29,Sinan Kurt,1000000.0
30,Roy Beerens,3000000.0
31,Vedad Ibisevic,3500000.0
32,Julian Schieber,3250000.0
33,Sami Allagui,1800000.0
