,Players,Values
0,Rune Jarstein,2000000.0
1,Thomas Kraft,1500000.0
2,Nils Körber,150000.0
3,John Anthony Brooks,7000000.0
4,Niklas Stark,3500000.0
5,Sebastian Langkamp,3000000.0
6,Jordan Torunarigha,125000.0
7,Florian Baak,
8,Marvin Plattenhardt,3500000.0
9,Maximilian Mittelstädt,125000.0
10,Marcus Mlynikowski,100000.0
11,Mitchell Weiser,5000000.0
12,Peter Pekarik,2500000.0
13,Fabian Lustenberger,4500000.0
14,Florian Kohls,125000.0
15,Arne Maier,
16,Vladimir Darida,10000000.0
17,Per Ciljan Skjelbred,3500000.0
18,Tolga Cigerci,2500000.0
19,Jens Hegeler,1250000.0
20,Allan,400000.0
21,Valentin Stocker,4000000.0
22,Ondrej Duda,3200000.0
23,Alexander Baumjohann,1250000.0
24,Julius Kade,
25,Salomon Kalou,4500000.0
26,Genki Haraguchi,3000000.0
27,Sinan Kurt,750000.0
28,Alexander Esswein,2500000.0
29,Palko Dárdai,
30,Julian Schieber,2750000.0
31,Vedad Ibisevic,2500000.0
32,Sami Allagui,750000.0
