,Players,Values
0,Oliver Baumann,5000000.0
1,Daniel Batz,300000.0
2,Alexander Schwolow,200000.0
3,Fallou Diagne,2000000.0
4,Matthias Ginter,1500000.0
5,Beg Ferati,800000.0
6,Pavel Krmas,600000.0
7,Christian Günter,
8,Mensur Mujdza,3000000.0
9,Jonathan Schmid,1500000.0
10,Oliver Sorg,1250000.0
11,Vegar Eggen Hedenstad,1200000.0
12,Immanuel Höhn,1000000.0
13,Julian Schuster,3000000.0
14,Marc Lais,125000.0
15,Tim Albutat,100000.0
16,Johannes Flum,4000000.0
17,Cédric Makiadi,3000000.0
18,Daniel Caligiuri,2500000.0
19,Anton Putsila,2250000.0
20,Marco Terrazzino,600000.0
21,Hendrick Zuck,150000.0
22,Mounir Bouziane,75000.0
23,Sebastian Kerk,
24,Ezequiel Calvente,1000000.0
25,Jan Rosenthal,3000000.0
26,Max Kruse,2500000.0
27,Garra Dembélé,2000000.0
28,Erik Jendrisek,1000000.0
29,Sebastian Freis,1000000.0
30,Ivan Santini,800000.0
31,Karim Guédé,800000.0
