,Players,Values
0,Jens Lehmann,3000000.0
1,Sven Ulreich,500000.0
2,Alexander Stolz,200000.0
3,Serdar Tasci,10000000.0
4,Matthieu Delpierre,7500000.0
5,Khalid Boulahrouz,5000000.0
6,Georg Niedermeier,700000.0
7,Marco Pischorn,250000.0
8,Cristian Molinaro,6000000.0
9,Arthur Boka,3500000.0
10,Ludovic Magnin,2750000.0
11,Roberto Hilbert,4000000.0
12,Ricardo Osorio,3000000.0
13,Stefano Celozzi,1700000.0
14,Martin Lanig,3500000.0
15,Christian Träsch,2000000.0
16,Sebastian Rudy,400000.0
17,Patrick Funk,250000.0
18,Thomas Hitzlsperger,9000000.0
19,Sami Khedira,8500000.0
20,Zdravko Kuzmanović,8000000.0
21,Matthias Schwarz,400000.0
22,Clemens Walch,250000.0
23,Aleksandr Hleb,15000000.0
24,Timo Gebhart,3500000.0
25,Yildiray Bastürk,2000000.0
26,Jan Simak,1500000.0
27,Élson,1000000.0
28,Daniel Didavi,200000.0
29,Pavel Pogrebnyak,9000000.0
30,Cacau,6000000.0
31,Ciprian Marica,5500000.0
32,Julian Schieber,600000.0
33,Alessandro Riedle,300000.0
