,Players,Values
0,Marc-André ter Stegen,2500000.0
1,Christofer Heimeroth,750000.0
2,Janis Blaswich,100000.0
3,Dante,7000000.0
4,Martin Stranzl,3000000.0
5,Roel Brouwers,2000000.0
6,Havard Nordtveit,2000000.0
7,Roman Neustädter,1250000.0
8,Tony Jantschke,1250000.0
9,Niklas Dams,150000.0
10,Oscar Wendt,3000000.0
11,Filip Daems,1250000.0
12,Julian Korb,150000.0
13,Matthias Zimmermann,1750000.0
14,Thorben Marx,1250000.0
15,Lukas Rupp,750000.0
16,Tolga Cigerci,600000.0
17,Alexander Ring,75000.0
18,Yuki Otsu,400000.0
19,Marco Reus,14000000.0
20,Juan Arango,3500000.0
21,Amin Younes,100000.0
22,Patrick Herrmann,2250000.0
23,Mathew Leckie,1000000.0
24,Joshua King,250000.0
25,Igor de Camargo,4500000.0
26,Raúl Bobadilla,2500000.0
27,Mike Hanke,1750000.0
