,Players,Values
0,Pepe Reina,22000000.0
1,Brad Jones,1500000.0
2,Doni,1500000.0
3,Péter Gulácsi,
4,Daniel Agger,11000000.0
5,Martin Skrtel,11000000.0
6,Jamie Carragher,10000000.0
7,Sebastián Coates,2500000.0
8,Danny Wilson,1500000.0
9,José Enrique,5500000.0
10,Fábio Aurélio,5000000.0
11,Jack Robinson,
12,Glen Johnson,15000000.0
13,Martin Kelly,2500000.0
14,Jon Flanagan,250000.0
15,Lucas Leiva,8500000.0
16,Jay Spearing,500000.0
17,Steven Gerrard,36000000.0
18,Raúl Meireles,13000000.0
19,Jordan Henderson,8500000.0
20,Charlie Adam,4500000.0
21,Jonjo Shelvey,2000000.0
22,Stewart Downing,12000000.0
23,Maxi Rodríguez,9000000.0
24,Craig Bellamy,4500000.0
25,Dirk Kuyt,15000000.0
26,Raheem Sterling,
27,Luis Suárez,25000000.0
28,Andy Carroll,20000000.0
29,David N'Gog,5000000.0
30,Nathan Eccleston,
