,Players,Values
0,Alisson,60000000.0
1,Simon Mignolet,10000000.0
2,Virgil van Dijk,60000000.0
3,Joe Gomez,28000000.0
4,Joel Matip,22000000.0
5,Dejan Lovren,20000000.0
6,Andrew Robertson,35000000.0
7,Alberto Moreno,10000000.0
8,Trent Alexander-Arnold,35000000.0
9,Nathaniel Clyne,20000000.0
10,Fabinho,45000000.0
11,Naby Keïta,65000000.0
12,Georginio Wijnaldum,40000000.0
13,Jordan Henderson,28000000.0
14,James Milner,15000000.0
15,Alex Oxlade-Chamberlain,40000000.0
16,Adam Lallana,20000000.0
17,Sadio Mané,70000000.0
18,Mohamed Salah,150000000.0
19,Xherdan Shaqiri,20000000.0
20,Lazar Markovic,5000000.0
21,Roberto Firmino,80000000.0
22,Daniel Sturridge,15000000.0
23,Divock Origi,10000000.0
24,Dominic Solanke,10000000.0
