,Players,Values
0,Michael Melka,250000.0
1,Michael Ratajczak,100000.0
2,Jens Langeneke,300000.0
3,Hamza Cakir,300000.0
4,Robert Palikuca,250000.0
5,Clément Halet,
6,Andreas Altenbeck,
7,Fabian Hergesell,175000.0
8,Marcel Gaus,
9,Henri Heeren,200000.0
10,Sebastian Heidinger,150000.0
11,Johannes Walbaum,
12,Stephan Sieger,450000.0
13,Claus Costa,75000.0
14,Sebastian Michalsky,
15,Kai Schwertfeger,
16,Andreas Lambertz,300000.0
17,Oliver Hampel,200000.0
18,Bruno Custos,350000.0
19,Olivier Caillas,500000.0
20,Marco Christ,200000.0
21,Ahmet Cebe,300000.0
22,Ranisav Jovanovic,500000.0
23,Kenan Sahin,450000.0
24,Bekim Kastrati,400000.0
25,Axel Lawarée,400000.0
26,Simon Terodde,150000.0
27,Christian Erwig,100000.0
28,Deniz Kadah,100000.0
