,Players,Values
0,Yann Sommer,9000000.0
1,Tobias Sippel,750000.0
2,Christofer Heimeroth,100000.0
3,Moritz Nicolas,100000.0
4,Matthias Ginter,15000000.0
5,Jannik Vestergaard,12000000.0
6,Nico Elvedi,7000000.0
7,Tony Jantschke,6000000.0
8,Reece Oxford,5000000.0
9,Mamadou Doucouré,500000.0
10,Florian Mayer,
11,Oscar Wendt,3000000.0
12,Mandela Egbo,150000.0
13,Justin Hoffmanns,25000.0
14,Louis Beyer,
15,Christoph Kramer,12000000.0
16,Denis Zakaria,4000000.0
17,Tobias Strobl,3000000.0
18,Aaron Herzog,
19,Marcel Benger,
20,Jonas Hofmann,3500000.0
21,Lászlo Bénes,1750000.0
22,Michaël Cuisance,
23,Thorgan Hazard,12000000.0
24,Vincenzo Grifo,10000000.0
25,Fabian Johnson,6000000.0
26,Kwame Yeboah,100000.0
27,Patrick Herrmann,7000000.0
28,Ibrahima Traoré,5000000.0
29,Lars Stindl,15000000.0
30,Raffael,5000000.0
31,Ba-Muaka Simakala,200000.0
32,Raúl Bobadilla,4000000.0
33,Josip Drmic,3000000.0
34,Julio Villalba,
