,Players,Values
0,David de Gea,25000000.0
1,Sergio Romero,5500000.0
2,Víctor Valdés,5000000.0
3,Sam Johnstone,250000.0
4,Joel Pereira,
5,Dean Henderson,
6,Marcos Rojo,16000000.0
7,Daley Blind,15000000.0
8,Phil Jones,14000000.0
9,Chris Smalling,11000000.0
10,Paddy McNair,1500000.0
11,Ro-Shaun Williams,
12,Regan Poole,
13,Axel Tuanzebe,
14,Luke Shaw,21000000.0
15,Tyler Blackett,1000000.0
16,Cameron Borthwick-Jackson,
17,Antonio Valencia,10000000.0
18,Matteo Darmian,8000000.0
19,Guillermo Varela,
20,Donald Love,
21,Joe Riley,
22,Tim Fosu-Mensah,
23,Morgan Schneiderlin,25000000.0
24,Michael Carrick,5000000.0
25,Bastian Schweinsteiger,28000000.0
26,Ander Herrera,25000000.0
27,Marouane Fellaini,16000000.0
28,Joe Rothwell,100000.0
29,Sean Goss,
30,Ashley Young,9000000.0
31,James Weir,
32,Juan Mata,34000000.0
33,Nick Powell,2500000.0
34,Andreas Pereira,500000.0
35,Memphis Depay,20000000.0
36,Anthony Martial,8000000.0
37,Adnan Januzaj,10000000.0
38,Jesse Lingard,1000000.0
39,Wayne Rooney,45000000.0
40,Chicharito,10000000.0
41,James Wilson,1500000.0
42,Will Keane,300000.0
43,Marcus Rashford,
