,Players,Values
0,Raphael Schäfer,1500000.0
1,Patrick Rakovsky,900000.0
2,Alexander Stephan,250000.0
3,Benjamin Uphoff,100000.0
4,Emanuel Pogatetz,2500000.0
5,Javier Pinola,2000000.0
6,Per Nilsson,1500000.0
7,Berkay Dabanli,750000.0
8,Niklas Stark,250000.0
9,Manuel Bihr,25000.0
10,Martin Angha,
11,Marvin Plattenhardt,1500000.0
12,Adam Hlousek,750000.0
13,Timothy Chandler,4000000.0
14,Tobias Pachonik,
15,Makoto Hasebe,3000000.0
16,Hanno Balitsch,1500000.0
17,Ondrej Petrak,500000.0
18,Sebastian Gärtner,150000.0
19,José Campaña,2500000.0
20,Markus Feulner,1500000.0
21,Mike Frantz,1500000.0
22,Sinan Tekerci,25000.0
23,Hiroshi Kiyotake,6000000.0
24,Timo Gebhart,2500000.0
25,Robert Mak,1700000.0
26,Markus Mendler,800000.0
27,Alexander Esswein,2750000.0
28,Josip Drmic,3000000.0
29,Tomás Pekhart,2500000.0
30,Daniel Ginczek,2000000.0
31,Mariusz Stepinski,800000.0
32,Antonio Colak,150000.0
