,Players,Values
0,Simon Pouplin,4000000.0
1,Oliver Baumann,400000.0
2,Manuel Salz,200000.0
3,Alexander Schwolow,
4,Ömer Toprak,4000000.0
5,Felix Bastians,2500000.0
6,Pavel Krmas,2250000.0
7,Heiko Butscher,2250000.0
8,Maximilian Nicu,1250000.0
9,Oliver Barth,600000.0
10,Daniel Sereinig,150000.0
11,Nicolai Lorenzoni,
12,Mensur Mujdza,1500000.0
13,Jonathan Schmid,50000.0
14,Ivica Banovic,1750000.0
15,Julian Schuster,1250000.0
16,Danny Williams,300000.0
17,Nicolas Höfler,150000.0
18,Cédric Makiadi,2000000.0
19,Johannes Flum,2000000.0
20,Zvonko Pamic,1000000.0
21,Daniel Caligiuri,750000.0
22,Anton Putsila,750000.0
23,Jonathan Jäger,800000.0
24,Yacine Abdessadki,1250000.0
25,Jan Rosenthal,3000000.0
26,Papiss Demba Cissé,3000000.0
27,Erik Jendrisek,2500000.0
28,Kisho Yano,1300000.0
29,Stefan Reisinger,1000000.0
30,Tommy Bechmann,750000.0
31,Shqipon Bektasi,100000.0
