,Players,Values
0,Petr Cech,26000000.0
1,Ross Turnbull,1500000.0
2,Henrique Hilário,750000.0
3,John Terry,35000000.0
4,Branislav Ivanovic,16000000.0
5,Alex,13000000.0
6,David Luiz,12000000.0
7,Michael Mancienne,2000000.0
8,Jeffrey Bruma,100000.0
9,Ashley Cole,27000000.0
10,Ryan Bertrand,750000.0
11,Patrick van Aanholt,100000.0
12,Bosingwa,20000000.0
13,Paulo Ferreira,3000000.0
14,Jacopo Sala,100000.0
15,Michael Essien,38000000.0
16,John Mikel Obi,17000000.0
17,Nathaniel Chalobah,
18,Josh McEachran,
19,Frank Lampard,45000000.0
20,Florent Malouda,18500000.0
21,Ramires,9000000.0
22,Jacob Mellis,100000.0
23,Billy Clifford,
24,Yuri Zhirkov,15000000.0
25,Salomon Kalou,14000000.0
26,Gaël Kakuta,150000.0
27,Fabio Borini,100000.0
28,Yossi Benayoun,10500000.0
29,Fernando Torres,50000000.0
30,Didier Drogba,38000000.0
31,Nicolas Anelka,30000000.0
32,Daniel Sturridge,3500000.0
