,Players,Values
0,Hugo Lloris,30000000.0
1,Michel Vorm,2500000.0
2,Paulo Gazzaniga,1000000.0
3,Toby Alderweireld,40000000.0
4,Davinson Sánchez,40000000.0
5,Jan Vertonghen,32000000.0
6,Juan Foyth,5000000.0
7,Danny Rose,30000000.0
8,Ben Davies,25000000.0
9,Kieran Trippier,35000000.0
10,Serge Aurier,20000000.0
11,Kyle Walker-Peters,3000000.0
12,Eric Dier,40000000.0
13,Victor Wanyama,30000000.0
14,Moussa Sissoko,18000000.0
15,Mousa Dembélé,18000000.0
16,Harry Winks,15000000.0
17,Dele Alli,100000000.0
18,Christian Eriksen,80000000.0
19,Heung-min Son,50000000.0
20,Georges-Kevin N'Koudou,7000000.0
21,Lucas Moura,32000000.0
22,Érik Lamela,20000000.0
23,Harry Kane,150000000.0
24,Vincent Janssen,9000000.0
25,Fernando Llorente,5000000.0
