,Players,Values
0,Jonas Lössl,2500000.0
1,Jannik Huth,275000.0
2,Robin Zentner,225000.0
3,Lukas Watkowiak,50000.0
4,Florian Müller,
5,Stefan Bell,5000000.0
6,André Ramalho,2500000.0
7,Niko Bungert,2500000.0
8,Leon Balogun,1000000.0
9,Alexander Hack,750000.0
10,Pierre Bengtsson,2000000.0
11,Gaëtan Bussmann,2000000.0
12,Marin Sverko,
13,Daniel Brosinski,2500000.0
14,Giulio Donati,2000000.0
15,Fabian Frei,3000000.0
16,Jean-Philippe Gbamin,2500000.0
17,José Rodríguez,2500000.0
18,Danny Latza,2250000.0
19,Suat Serdar,300000.0
20,Yunus Malli,10000000.0
21,Robin Quaison,2200000.0
22,Besar Halimi,900000.0
23,Philipp Klement,400000.0
24,Jairo Samperio,4500000.0
25,Pablo de Blasis,2500000.0
26,Karim Onisiwo,1500000.0
27,Gerrit Holtmann,600000.0
28,Todor Nedelev,500000.0
29,Mounir Bouziane,300000.0
30,Levin Öztunali,3000000.0
31,Christian Clemens,2500000.0
32,Devante Parker,400000.0
33,Bojan Krkic,10000000.0
34,Yoshinori Muto,5500000.0
35,Jhon Córdoba,3500000.0
36,Emil Berggreen,2000000.0
37,Florian Niederlechner,1500000.0
38,Aaron Seydel,50000.0
