,Players,Values
0,Stefanos Kapino,2000000.0
1,Loris Karius,1000000.0
2,Robin Zentner,50000.0
3,Philipp Wollscheid,8500000.0
4,Niko Bungert,2500000.0
5,Gonzalo Jara,1500000.0
6,Stefan Bell,1500000.0
7,Nikolce Noveski,1000000.0
8,Fabian Kalig,75000.0
9,Pierre Bengtsson,1500000.0
10,Ju-ho Park,1500000.0
11,Júnior Díaz,1000000.0
12,Damian Roßbach,75000.0
13,Daniel Brosinski,1500000.0
14,Benedikt Saller,500000.0
15,Johannes Geis,4500000.0
16,Julian Baumgartlinger,4000000.0
17,Niki Zimling,2500000.0
18,Julian Koch,1000000.0
19,Jonas Hofmann,3000000.0
20,Christoph Moritz,1500000.0
21,Elkin Soto,1000000.0
22,Filip Djuricic,7000000.0
23,Ja-cheol Koo,5000000.0
24,Yunus Malli,1500000.0
25,Patrick Pflücke,
26,Jairo Samperio,3500000.0
27,Todor Nedelev,3000000.0
28,Pablo de Blasis,1000000.0
29,Christian Clemens,3000000.0
30,Devante Parker,
31,Shinji Okazaki,4000000.0
32,Sami Allagui,3000000.0
33,Nicolás Castillo,2500000.0
34,Sebastian Polter,1500000.0
35,Petar Sliskovic,200000.0
