,Players,Values
0,Simon Pouplin,4000000.0
1,Michael Langer,750000.0
2,Michael Müller,
3,Heiko Butscher,1500000.0
4,Daniel Schwaab,1300000.0
5,Pavel Krmas,1200000.0
6,Oliver Barth,250000.0
7,Ömer Toprak,100000.0
8,Eke Uzoma,800000.0
9,Kevin Schlitte,700000.0
10,Sandro Sirigu,
11,Ivica Banovic,1300000.0
12,Andreas Glockner,350000.0
13,Julian Schuster,250000.0
14,Manuel Konrad,150000.0
15,Ali Günes,1000000.0
16,Maximilian Mehring,100000.0
17,Johannes Flum,50000.0
18,David Targamadze,
19,Alain Junior Ollé Ollé,250000.0
20,Felix Roth,50000.0
21,Jonathan Jäger,800000.0
22,Yacine Abdessadki,1900000.0
23,Mohamadou Idrissou,1500000.0
24,Suat Türker,1400000.0
25,Tommy Bechmann,800000.0
26,Vitali Rodionov,400000.0
