,Players,Values
0,Diego Benaglio,5000000.0
1,André Lenz,300000.0
2,Patrick Platins,100000.0
3,Marwin Hitz,50000.0
4,Andrea Barzagli,11000000.0
5,Cristian Zaccardo,7000000.0
6,Ricardo Costa,5000000.0
7,Jan Simunek,4500000.0
8,Alexander Madlung,3000000.0
9,Daniel Reiche,150000.0
10,Marcel Schäfer,3500000.0
11,Rodrigo Alvim,900000.0
12,Sergey Karimov,350000.0
13,Kevin Wolze,250000.0
14,Sascha Riether,2500000.0
15,Alex Costa,500000.0
16,Peter Pekarik,
17,Josué,7000000.0
18,Makoto Hasebe,2500000.0
19,Sebastian Schindzielorz,800000.0
20,Christian Gentner,4000000.0
21,Jonathan Santana,2200000.0
22,Daniel Adlung,800000.0
23,Jacek Krzynowek,2000000.0
24,Vlad Munteanu,1200000.0
25,Zvjezdan Misimovic,6500000.0
26,Caiuby,50000.0
27,Ashkan Dejagah,3500000.0
28,Alexander Esswein,50000.0
29,Grafite,8000000.0
30,Edin Dzeko,5000000.0
31,Yoshito Okubo,1500000.0
32,Mahir Saglik,450000.0
33,Kamani Hill,300000.0
