,Players,Values
0,Ralf Fährmann,9000000.0
1,Fabian Giefer,750000.0
2,Timon Wellenreuther,700000.0
3,Alexander Nübel,200000.0
4,Benedikt Höwedes,16000000.0
5,Matija Nastasic,14000000.0
6,Benjamin Stambouli,7500000.0
7,Naldo,4000000.0
8,Kaan Ayhan,3500000.0
9,Holger Badstuber,3000000.0
10,Thilo Kehrer,250000.0
11,Abdul Rahman Baba,13000000.0
12,Sead Kolasinac,7000000.0
13,Dennis Aogo,4500000.0
14,Atsuto Uchida,6000000.0
15,Júnior Caiçara,5000000.0
16,Coke,3500000.0
17,Sascha Riether,1000000.0
18,Joshua Bitter,
19,Phil Neumann,
20,Johannes Geis,15000000.0
21,Nabil Bentaleb,10000000.0
22,Leon Goretzka,13000000.0
23,Weston McKennie,
24,Daniel Caligiuri,7500000.0
25,Alessandro Schöpf,5000000.0
26,Max Meyer,16000000.0
27,Yevhen Konoplyanka,25000000.0
28,Donis Avdijaj,3000000.0
29,Sidney Sam,2000000.0
30,Bernard Tekpetey,100000.0
31,Breel Embolo,20000000.0
32,Eric Maxim Choupo-Moting,10000000.0
33,Klaas-Jan Huntelaar,6500000.0
34,Franco Di Santo,4500000.0
35,Guido Burgstaller,1800000.0
36,Felix Platte,300000.0
37,Fabian Reese,150000.0
38,Haji Wright,
