,Players,Values
0,Roman Bürki,2500000.0
1,Sebastian Mielitz,1000000.0
2,Daniel Batz,250000.0
3,Marc Torrejón,1750000.0
4,Stefan Mitrovic,1000000.0
5,Marc Oliver Kempf,1000000.0
6,Pavel Krmas,500000.0
7,Christopher Jullien,500000.0
8,Christian Günter,1500000.0
9,Jonathan Schmid,5000000.0
10,Sascha Riether,3000000.0
11,Mensur Mujdza,3000000.0
12,Oliver Sorg,3000000.0
13,Immanuel Höhn,1750000.0
14,Julian Schuster,3000000.0
15,Nicolas Höfler,1000000.0
16,Caleb Stanko,100000.0
17,Vladimir Darida,6500000.0
18,Mike Frantz,2000000.0
19,Mats Möller Daehli,1500000.0
20,Sebastian Kerk,1000000.0
21,Florian Kath,50000.0
22,Felix Klaus,1250000.0
23,Admir Mehmedi,5500000.0
24,Nils Petersen,4500000.0
25,Dani Schahin,1500000.0
26,Philipp Zulechner,1250000.0
27,Sebastian Freis,1000000.0
28,Karim Guédé,900000.0
29,Maximilian Philipp,100000.0
