,Players,Values
0,Fabian Giefer,3000000.0
1,Michael Rensing,1000000.0
2,Robin Heller,
3,Stelios Malezas,1750000.0
4,Martin Latka,1000000.0
5,Leon Balogun,900000.0
6,Bruno Soares,700000.0
7,Dustin Bomheuer,600000.0
8,Heinrich Schmidtgal,1250000.0
9,Cristian Ramírez,500000.0
10,André Fomitschow,300000.0
11,Tobias Levels,1000000.0
12,Christian Weber,200000.0
13,Tugrul Erat,100000.0
14,Muhammet Karpuz,
15,Adam Bodzek,1750000.0
16,Ivan Paurevic,200000.0
17,Samuel Piette,
18,Andreas Lambertz,1300000.0
19,Oliver Fink,1250000.0
20,Michael Liendl,800000.0
21,Christian Gartner,400000.0
22,Axel Bellinghausen,1250000.0
23,Levan Kenia,1000000.0
24,Eren Taskin,75000.0
25,Ben Halloran,300000.0
26,Giannis Gianniotas,900000.0
27,Ihlas Bebou,
28,Genki Omae,1250000.0
29,Charlison Benschop,1250000.0
30,Erwin Hoffer,1100000.0
31,Stefan Reisinger,1000000.0
32,Mathis Bolly,750000.0
33,Aristide Bancé,600000.0
34,Gerrit Wegkamp,350000.0
35,Aliosman Aydin,100000.0
36,Timm Golley,75000.0
