,Players,Values
0,Michael Rensing,600000.0
1,Raphael Wolf,300000.0
2,Thorsten Stuckmann,150000.0
3,Tim Wiesner,100000.0
4,Mario Zelic,
5,Kaan Ayhan,1250000.0
6,Robin Bormuth,700000.0
7,Andre Hoffmann,500000.0
8,Gökhan Gül,250000.0
9,Niko Gießelmann,900000.0
10,Lukas Schmitz,800000.0
11,Anderson Lucoqui,150000.0
12,Jean Zimmer,1250000.0
13,Julian Schauerte,700000.0
14,Jean Ndecky,
15,Marcel Sobottka,800000.0
16,Adam Bodzek,450000.0
17,Florian Neuhaus,250000.0
18,Oliver Fink,250000.0
19,Taylan Duman,125000.0
20,Kianz Froese,100000.0
21,Axel Bellinghausen,250000.0
22,Genki Haraguchi,2500000.0
23,Takashi Usami,1000000.0
24,Davor Lovren,
25,Benito Raman,2000000.0
26,Ihlas Bebou,1500000.0
27,Jerome Kiesewetter,300000.0
28,Rouwen Hennings,1500000.0
29,Havard Nielsen,800000.0
30,Emir Kujovic,700000.0
31,Karlo Majic,
