,Players,Values
0,Koen Casteels,10000000.0
1,Pavao Pervan,800000.0
2,Phillip Menzel,150000.0
3,John Anthony Brooks,10000000.0
4,Felix Uduokhai,8000000.0
5,Marcel Tisserand,7500000.0
6,Jeffrey Bruma,4500000.0
7,Robin Knoche,3500000.0
8,Jérôme Roussillon,8000000.0
9,Gian-Luca Itter,2000000.0
10,William,6500000.0
11,Paul Verhaegh,1000000.0
12,Sebastian Jung,500000.0
13,Ignacio Camacho,13000000.0
14,Josuha Guilavogui,7000000.0
15,Paul Seguin,1000000.0
16,Elvis Rexhbecaj,200000.0
17,Maximilian Arnold,10000000.0
18,Yannick Gerhardt,5000000.0
19,Renato Steffen,3500000.0
20,Jakub Blaszczykowski,1000000.0
21,Yunus Malli,9000000.0
22,Josip Brekalo,10000000.0
23,Paul-Georges Ntep,3000000.0
24,Marvin Stefaniak,750000.0
25,Felix Klaus,4500000.0
26,Ismail Azzaoui,850000.0
27,Admir Mehmedi,5000000.0
28,Wout Weghorst,10000000.0
29,Daniel Ginczek,10000000.0
