,Players,Values
0,Roman Weidenfeller,4500000.0
1,Mitchell Langerak,250000.0
2,Johannes Focher,150000.0
3,Neven Subotic,15000000.0
4,Mats Hummels,10000000.0
5,Sven Bender,4000000.0
6,Felipe Santana,4000000.0
7,Lasse Sobiech,250000.0
8,Marc Hornschuh,200000.0
9,Marcel Schmelzer,3500000.0
10,Dedê,3000000.0
11,Kevin Großkreutz,4000000.0
12,Patrick Owomoyela,3000000.0
13,Lukasz Piszczek,2500000.0
14,Nuri Sahin,13000000.0
15,Sebastian Kehl,5000000.0
16,Damien Le Tallec,500000.0
17,Florian Kringe,1750000.0
18,Markus Feulner,1750000.0
19,Marco Stiepermann,200000.0
20,Jakub Blaszczykowski,7500000.0
21,Tamás Hajnal,4000000.0
22,Shinji Kagawa,2500000.0
23,Mario Götze,1000000.0
24,Antônio da Silva,800000.0
25,Yasin Öztekin,250000.0
26,Mohamed Zidan,4500000.0
27,Lucas Barrios,11000000.0
28,Robert Lewandowski,4500000.0
29,Dimitar Rangelov,1750000.0
30,Daniel Ginczek,300000.0
