,Players,Values
0,Robert Almer,800000.0
1,Fabian Giefer,500000.0
2,Nikolaos Papadopoulos,250000.0
3,Stelios Malezas,2750000.0
4,Bruno Soares,1000000.0
5,Martin Latka,1000000.0
6,Juanan,800000.0
7,Jens Langeneke,600000.0
8,Leon Balogun,150000.0
9,Johannes van den Bergh,1750000.0
10,André Fomitschow,125000.0
11,Cristian Ramírez,
12,Tobias Levels,1000000.0
13,Christian Weber,600000.0
14,Du-ri Cha,500000.0
15,Tugrul Erat,100000.0
16,Adam Bodzek,1750000.0
17,Bastian Müller,150000.0
18,Evans Nyarko,150000.0
19,Ivan Paurevic,100000.0
20,Andreas Lambertz,1500000.0
21,Robert Tesche,1250000.0
22,Oliver Fink,1000000.0
23,Axel Bellinghausen,2000000.0
24,Ken Ilsö,1250000.0
25,Ronny Garbuschewski,750000.0
26,Robbie Kruse,600000.0
27,Andriy Voronin,5000000.0
28,Genki Omae,1100000.0
29,Nando Rafael,1500000.0
30,Stefan Reisinger,1000000.0
31,Dani Schahin,400000.0
32,Gerrit Wegkamp,250000.0
33,Mathis Bolly,200000.0
34,Aliosman Aydin,25000.0
