,Players,Values
0,Wojciech Szczesny,14000000.0
1,Lukasz Fabianski,2500000.0
2,Vito Mannone,750000.0
3,James Shea,
4,Emiliano Martínez,
5,Thomas Vermaelen,18500000.0
6,Laurent Koscielny,18000000.0
7,Per Mertesacker,14000000.0
8,Johan Djourou,6000000.0
9,Sébastien Squillaci,1500000.0
10,Ignasi Miquel,
11,Martin Angha,
12,Sead Hajrovic,
13,Elton Monteiro,
14,Nacho Monreal,6000000.0
15,Kieran Gibbs,5000000.0
16,Jernade Meade,
17,Bacary Sagna,19000000.0
18,Carl Jenkinson,1000000.0
19,Héctor Bellerín,
20,Francis Coquelin,3000000.0
21,Emmanuel Frimpong,1500000.0
22,Nico Yennaris,
23,Jack Wilshere,22000000.0
24,Santi Cazorla,20000000.0
25,Mikel Arteta,14500000.0
26,Aaron Ramsey,11500000.0
27,Abou Diaby,5000000.0
28,Alex Oxlade-Chamberlain,13500000.0
29,André Santos,7500000.0
30,Tomás Rosicky,3500000.0
31,Thomas Eisfeld,
32,Gervinho,14000000.0
33,Ryo Miyaichi,3000000.0
34,Serge Gnabry,
35,Theo Walcott,19000000.0
36,Andrey Arshavin,11000000.0
37,Lukas Podolski,20000000.0
38,Olivier Giroud,13000000.0
39,Marouane Chamakh,5500000.0
40,Zak Ansah,
41,Chuba Akpom,
