,Players,Values
0,Michael Melka,500000.0
1,Michael Ratajczak,150000.0
2,Maximilian Schulze Niehues,
3,Patrick Nettekoven,
4,Jens Langeneke,650000.0
5,Hamza Cakir,500000.0
6,Bamba Anderson,300000.0
7,Robert Palikuca,150000.0
8,Kozo Yuki,
9,Johannes van den Bergh,500000.0
10,Fabian Hergesell,300000.0
11,Marcel Gaus,100000.0
12,Christian Weber,1000000.0
13,Sebastian Heidinger,350000.0
14,Stephan Sieger,500000.0
15,Claus Costa,250000.0
16,Kai Schwertfeger,250000.0
17,Andreas Lambertz,700000.0
18,Oliver Fink,450000.0
19,Patrick Zoundi,700000.0
20,Olivier Caillas,550000.0
21,Marco Christ,650000.0
22,Martin Harnik,1000000.0
23,Ranisav Jovanovic,550000.0
24,Dmitri Bulykin,500000.0
25,Torsten Oehrl,450000.0
26,Axel Lawarée,400000.0
27,Deniz Kadah,200000.0
