,Players,Values
0,Marwin Hitz,1000000.0
1,Alexander Manninger,300000.0
2,Ioannis Gelios,100000.0
3,Ragnar Klavan,2000000.0
4,Jan-Ingwer Callsen-Bracker,2000000.0
5,Jeong-ho Hong,1000000.0
6,Christoph Janker,500000.0
7,Max Reinthaler,75000.0
8,Abdul Rahman Baba,1500000.0
9,Marcel de Jong,1000000.0
10,Bastian Kurz,
11,Paul Verhaegh,2000000.0
12,Ronny Philp,400000.0
13,Dominik Reinhardt,350000.0
14,Raphael Framberger,100000.0
15,Daniel Baier,3000000.0
16,Maik Uhde,100000.0
17,Tim Rieder,50000.0
18,Marco Schuster,
19,Jan Morávek,2200000.0
20,Markus Feulner,1500000.0
21,Pierre-Emile Höjbjerg,1250000.0
22,Dominik Kohr,500000.0
23,Arif Ekin,100000.0
24,Erik Thommy,100000.0
25,Halil Altintop,2000000.0
26,Tobias Werner,2000000.0
27,Caiuby,1000000.0
28,Alexander Esswein,1500000.0
29,Tim Matavz,5000000.0
30,Raúl Bobadilla,2500000.0
31,Shawn Parker,2000000.0
32,Dong-won Ji,2000000.0
33,Sascha Mölders,2000000.0
34,Nikola Djurdjic,1300000.0
