,Players,Values
0,Heinz Müller,1750000.0
1,Christian Wetklo,1000000.0
2,Loris Karius,
3,Niko Bungert,2500000.0
4,Nikolce Noveski,2250000.0
5,Marco Caligiuri,2000000.0
6,Bo Svensson,1500000.0
7,Stefan Bell,1500000.0
8,Fabian Schönheim,700000.0
9,Radoslav Zabavník,1000000.0
10,Zdenek Pospech,2000000.0
11,Eugen Gopko,100000.0
12,Eugen Polanski,4000000.0
13,Julian Baumgartlinger,2250000.0
14,Jan Kirchhoff,1000000.0
15,Malik Fathi,2500000.0
16,Elkin Soto,2000000.0
17,Andreas Ivanschitz,3000000.0
18,Yunus Malli,150000.0
19,Zoltán Stieber,2500000.0
20,Nicolai Müller,2000000.0
21,Marcel Risse,1750000.0
22,Mohamed Zidan,3000000.0
23,Sami Allagui,4000000.0
24,Ádám Szalai,3000000.0
25,Anthony Ujah,2600000.0
26,Eric Maxim Choupo-Moting,2000000.0
27,Mario Gavranovic,1750000.0
28,Deniz Yilmaz,700000.0
29,Petar Sliskovic,600000.0
