,Players,Values
0,Roman Weidenfeller,5000000.0
1,Marc Ziegler,800000.0
2,Marcel Höttecke,250000.0
3,Johannes Focher,
4,Neven Subotic,7500000.0
5,Mats Hummels,4000000.0
6,Felipe Santana,3000000.0
7,Sven Bender,1200000.0
8,Uwe Hünemeier,300000.0
9,Marc Hornschuh,
10,Dedê,7000000.0
11,Marcel Schmelzer,500000.0
12,David Vrzogic,100000.0
13,Patrick Owomoyela,3000000.0
14,Kevin Großkreutz,1200000.0
15,Sebastian Kehl,7000000.0
16,Nuri Sahin,5000000.0
17,Damien Le Tallec,300000.0
18,Julian Koch,100000.0
19,Tinga,3000000.0
20,Markus Feulner,3000000.0
21,Sebastian Tyrala,100000.0
22,Marco Stiepermann,
23,Jakub Blaszczykowski,8000000.0
24,Tamás Hajnal,6500000.0
25,Mario Götze,
26,Yasin Öztekin,150000.0
27,Mohamed Zidan,3500000.0
28,Nelson Valdez,4500000.0
29,Dimitar Rangelov,2500000.0
30,Lucas Barrios,2400000.0
31,Christopher Kullmann,300000.0
32,Bajram Sadrijaj,250000.0
33,Daniel Ginczek,
