,Players,Values
0,Bernd Leno,18000000.0
1,Dario Kresic,1000000.0
2,David Yelldell,200000.0
3,Ömer Toprak,15000000.0
4,Kyriakos Papadopoulos,12000000.0
5,Tin Jedvaj,5000000.0
6,Emir Spahic,2500000.0
7,Sebastian Boenisch,3000000.0
8,Wendell,3000000.0
9,Giulio Donati,5000000.0
10,Roberto Hilbert,2500000.0
11,Lukas Boeder,
12,Lars Bender,22000000.0
13,Stefan Reinartz,9000000.0
14,Simon Rolfes,3000000.0
15,Marlon Frey,
16,Gonzalo Castro,12000000.0
17,Vladlen Yurchenko,100000.0
18,Heung-min Son,14000000.0
19,Hakan Calhanoglu,7000000.0
20,Robbie Kruse,2750000.0
21,Julian Brandt,1000000.0
22,Karim Bellarabi,2500000.0
23,Levin Öztunali,1000000.0
24,Stefan Kießling,15000000.0
25,Josip Drmic,10000000.0
