,Players,Values
0,Thomas Kraft,2000000.0
1,Sascha Burchert,400000.0
2,Philip Sprint,75000.0
3,Marius Gersbeck,
4,Ben Lundt,
5,Roman Hubnik,2500000.0
6,Peter Niemeyer,2000000.0
7,Felix Bastians,1750000.0
8,Maik Franz,1000000.0
9,Christoph Janker,800000.0
10,John Anthony Brooks,200000.0
11,Shervin Radjabali-Fardi,700000.0
12,Nico Schulz,500000.0
13,Fabian Holland,250000.0
14,Peter Pekarik,2000000.0
15,Fabian Lustenberger,2000000.0
16,Peer Kluge,1000000.0
17,Marvin Knoll,200000.0
18,Alfredo Morales,500000.0
19,Robert Andrich,
20,Marcel Ndjeng,900000.0
21,Levan Kobiashvili,500000.0
22,Änis Ben-Hatira,1500000.0
23,Ronny,800000.0
24,Hany Mukhtar,
25,Nikita Rukavytsya,1750000.0
26,Elias Kachunga,350000.0
27,Daniel Beichler,600000.0
28,Pierre-Michel Lasogga,5000000.0
29,Adrián Ramos,4500000.0
30,Sami Allagui,2500000.0
31,Ben Sahar,1500000.0
32,Sandro Wagner,800000.0
