,Players,Values
0,Mitchell Langerak,2000000.0
1,Jens Grahl,750000.0
2,Benjamin Uphoff,250000.0
3,Timo Baumgartl,3500000.0
4,Toni Sunjic,2500000.0
5,Marcin Kaminski,850000.0
6,Benjamin Pavard,800000.0
7,Jérôme Onguéné,600000.0
8,Stephen Sama,350000.0
9,Emiliano Insúa,4000000.0
10,Philip Heise,800000.0
11,Kevin Großkreutz,2500000.0
12,Jean Zimmer,2000000.0
13,Florian Klein,1500000.0
14,Hajime Hosogai,1000000.0
15,Ebenezer Ofori,700000.0
16,Matthias Zimmermann,275000.0
17,Hans Nunoo Sarpei,
18,Christian Gentner,3500000.0
19,Anto Grgic,2000000.0
20,Alexandru Maxim,4000000.0
21,Julian Green,500000.0
22,Joel Soñora,100000.0
23,Berkay Özcan,
24,Tobias Werner,2500000.0
25,Josip Brekalo,1000000.0
26,Carlos Mané,6000000.0
27,Takuma Asano,1200000.0
28,Daniel Ginczek,4000000.0
29,Simon Terodde,1800000.0
30,Jan Kliment,1000000.0
31,Borys Tashchy,400000.0
