,Players,Values
0,Joe Hart,24000000.0
1,Costel Pantilimon,3000000.0
2,Richard Wright,250000.0
3,Vincent Kompany,35000000.0
4,Matija Nastasic,17000000.0
5,Micah Richards,16000000.0
6,Joleon Lescott,11500000.0
7,Martín Demichelis,3000000.0
8,Karim Rekik,2000000.0
9,Dedryck Boyata,1750000.0
10,Gaël Clichy,15000000.0
11,Aleksandar Kolarov,12500000.0
12,Pablo Zabaleta,16000000.0
13,Fernandinho,32000000.0
14,Javi García,17000000.0
15,Jack Rodwell,15000000.0
16,Emyr Huws,
17,Yaya Touré,36000000.0
18,James Milner,17000000.0
19,David Silva,44000000.0
20,Samir Nasri,21000000.0
21,Jesús Navas,20000000.0
22,Rony Lopes,
23,Sergio Agüero,45000000.0
24,Stevan Jovetic,28000000.0
25,Edin Dzeko,27000000.0
26,Álvaro Negredo,20000000.0
27,John Guidetti,7000000.0
