,Players,Values
0,Sven Ulreich,6000000.0
1,André Weis,500000.0
2,Marc Ziegler,200000.0
3,Serdar Tasci,11000000.0
4,Felipe Lopes,4500000.0
5,Georg Niedermeier,3500000.0
6,Francisco Rodríguez,3000000.0
7,Tim Hoogland,1500000.0
8,Antonio Rüdiger,500000.0
9,Benedikt Röcker,175000.0
10,Cristian Molinaro,4000000.0
11,Arthur Boka,1750000.0
12,Michael Vitzthum,200000.0
13,Gotoku Sakai,3000000.0
14,William Kvist,7500000.0
15,Mamadou Bah,500000.0
16,Rani Khedira,300000.0
17,Zdravko Kuzmanović,9000000.0
18,Christian Gentner,5000000.0
19,Raphael Holzhauser,800000.0
20,Daniel Didavi,2500000.0
21,Tamás Hajnal,2500000.0
22,Alexandru Maxim,650000.0
23,Kevin Stöger,400000.0
24,Johan Audel,1000000.0
25,Ibrahima Traoré,1250000.0
26,Tunay Torun,1250000.0
27,Christoph Hemlein,300000.0
28,Martin Harnik,11000000.0
29,Vedad Ibisevic,8000000.0
30,Shinji Okazaki,5000000.0
31,Cacau,3000000.0
32,Federico Macheda,2500000.0
33,Soufian Benyamina,250000.0
