,Players,Values
0,Lukas Hradecky,4500000.0
1,Jan Zimmermann,250000.0
2,Leon Bätge,100000.0
3,David Abraham,4000000.0
4,Carlos Salcedo,3500000.0
5,Simon Falette,3000000.0
6,Marco Russ,2000000.0
7,Noel Knothe,
8,Jetro Willems,7500000.0
9,Taleb Tawatha,1500000.0
10,Deji Beyreuther,
11,Timothy Chandler,3500000.0
12,Danny da Costa,1000000.0
13,Omar Mascarell,4500000.0
14,Gelson Fernandes,2500000.0
15,Makoto Hasebe,1500000.0
16,Slobodan Medojevic,500000.0
17,Sahverdi Cetin,
18,Marc Stendera,4500000.0
19,Jonathan de Guzmán,2000000.0
20,Max Besuschkow,400000.0
21,Marijan Cavar,50000.0
22,Marco Fabián,7000000.0
23,Mijat Gacinovic,3500000.0
24,Aymen Barkok,1250000.0
25,Daichi Kamada,750000.0
26,Ante Rebic,2500000.0
27,Danny Blum,1500000.0
28,Marius Wolf,500000.0
29,Alexander Meier,1000000.0
30,Nelson Mandela Mbouhom,
31,Sébastien Haller,8000000.0
32,Kevin-Prince Boateng,5000000.0
33,Branimir Hrgota,2500000.0
34,Luka Jovic,2000000.0
35,Renat Dadashov,
