,Players,Values
0,Tim Wiese,10000000.0
1,Christian Vander,600000.0
2,Sebastian Mielitz,300000.0
3,Felix Wiedwald,200000.0
4,Per Mertesacker,15000000.0
5,Naldo,12500000.0
6,Petri Pasanen,2750000.0
7,Sebastian Prödl,2750000.0
8,Mikaël Silvestre,2500000.0
9,Niklas Andersen,250000.0
10,Dominik Schmidt,150000.0
11,Leon Balogun,100000.0
12,Samuel Jesus,50000.0
13,Sebastian Boenisch,4000000.0
14,Torsten Frings,4500000.0
15,Philipp Bargfrede,4000000.0
16,Jurica Vranjes,1000000.0
17,Clemens Fritz,5000000.0
18,Tim Borowski,3500000.0
19,Wesley,3000000.0
20,Daniel Jensen,3000000.0
21,Felix Kroos,500000.0
22,Mesut Özil,20000000.0
23,Aaron Hunt,7000000.0
24,Said Husejinovic,500000.0
25,Florian Trinks,100000.0
26,Predrag Stevanovic,50000.0
27,Marko Marin,14000000.0
28,Kevin Schindler,600000.0
29,Onur Ayik,300000.0
30,Claudio Pizarro,8000000.0
31,Hugo Almeida,7000000.0
32,Marko Arnautovic,6500000.0
33,Markus Rosenberg,3500000.0
34,Sandro Wagner,1500000.0
35,Denni Avdic,1250000.0
36,Pascal Testroet,400000.0
37,Lennart Thy,200000.0
