,Players,Values
0,Fabio Coltorti,375000.0
1,Erik Domaschke,150000.0
2,Benjamin Bellot,50000.0
3,Fabian Bredlow,
4,Tim Sebastian,300000.0
5,Niklas Hoheneder,300000.0
6,Tobias Willers,250000.0
7,Fabian Franke,175000.0
8,Alexander Sorge,
9,Mikko Sumusalo,350000.0
10,Christos Papadimitriou,250000.0
11,Anthony Jung,250000.0
12,Christian Müller,300000.0
13,Sebastian Heidinger,225000.0
14,Joshua Kimmich,
15,Diego Demme,750000.0
16,Juri Judt,300000.0
17,Bastian Schulz,275000.0
18,Henrik Ernst,225000.0
19,Dominik Kaiser,400000.0
20,Clemens Fandrich,300000.0
21,Georg Teigl,900000.0
22,André Luge,100000.0
23,Thiago Rockenbach,400000.0
24,Paul Schinke,100000.0
25,Matthias Morys,175000.0
26,Yussuf Poulsen,400000.0
27,Daniel Frahn,325000.0
28,Timo Röttger,300000.0
29,Denis Thomalla,200000.0
30,Carsten Kammlott,175000.0
31,Federico Palacios,
