,Players,Values
0,Thibaut Courtois,25000000.0
1,Petr Cech,20000000.0
2,Mark Schwarzer,1000000.0
3,Jamal Blackman,200000.0
4,Mitchell Beeney,
5,Branislav Ivanovic,19000000.0
6,Gary Cahill,19000000.0
7,Kurt Zouma,10000000.0
8,John Terry,7500000.0
9,Tomas Kalas,6000000.0
10,Nathan Aké,1500000.0
11,Kenneth Omeruo,1000000.0
12,Andreas Christensen,
13,Filipe Luís,15000000.0
14,César Azpilicueta,18000000.0
15,Nemanja Matic,25000000.0
16,John Mikel Obi,20000000.0
17,Nathaniel Chalobah,4000000.0
18,Cesc Fàbregas,50000000.0
19,Ramires,30000000.0
20,Lewis Baker,250000.0
21,Ruben Loftus-Cheek,150000.0
22,Oscar,34000000.0
23,Jeremie Boga,
24,Eden Hazard,45000000.0
25,André Schürrle,20000000.0
26,Christian Atsu,6000000.0
27,Willian,30000000.0
28,Juan Cuadrado,24000000.0
29,Mohamed Salah,13000000.0
30,Victor Moses,11000000.0
31,Isaiah Brown,
32,Diego Costa,35000000.0
33,Fernando Torres,19000000.0
34,Loïc Rémy,12000000.0
35,Didier Drogba,3000000.0
36,Patrick Bamford,1500000.0
37,Dominic Solanke,
