,Players,Values
0,Markus Pröll,2000000.0
1,Oka Nikolov,1000000.0
2,Ralf Fährmann,600000.0
3,Jan Zimmermann,300000.0
4,Erman Muratagic,
5,Maik Franz,3000000.0
6,Marco Russ,3000000.0
7,Chris,2500000.0
8,Aleksandar Vasoski,2000000.0
9,Nikola Petkovic,1000000.0
10,Stefan Haben,100000.0
11,Stefano Cincotta,
12,Patrick Ochs,4000000.0
13,Markus Steinhöfer,3000000.0
14,Sebastian Jung,400000.0
15,Zlatan Bajramovic,3000000.0
16,Christoph Spycher,2750000.0
17,Pirmin Schwegler,1500000.0
18,Christoph Preuß,500000.0
19,Selim Teber,1000000.0
20,Marcel Titsch Rivero,150000.0
21,Ricardo Clark,
22,Mehdi Mahdavikia,900000.0
23,Marcel Heller,500000.0
24,Benjamin Köhler,2200000.0
25,Halil Altintop,4000000.0
26,Caio,2000000.0
27,Faton Toski,800000.0
28,Ümit Korkmaz,2500000.0
29,Alexander Meier,3000000.0
30,Marcos Álvarez,50000.0
31,Ioannis Amanatidis,6000000.0
32,Martin Fenin,5000000.0
33,Nikolaos Lyberopoulos,3000000.0
34,Juvhel Tsoumou,250000.0
35,Cenk Tosun,
