,Players,Values
0,Fabio Coltorti,500000.0
1,Pascal Borel,225000.0
2,Erik Domaschke,150000.0
3,Benjamin Bellot,75000.0
4,Andreas Kerner,50000.0
5,Matthias Hamrol,
6,Tomasz Wisio,450000.0
7,Niklas Hoheneder,350000.0
8,Jeremy Karikari,300000.0
9,Tim Sebastian,300000.0
10,Marcus Hoffmann,250000.0
11,Fabian Franke,175000.0
12,Christian Müller,300000.0
13,Sebastian Heidinger,225000.0
14,Patrick Koronkiewicz,100000.0
15,Juri Judt,350000.0
16,Bastian Schulz,300000.0
17,Henrik Ernst,200000.0
18,Dominik Kaiser,400000.0
19,Clemens Fandrich,150000.0
20,René Legien,
21,Thiago Rockenbach,400000.0
22,Umut Kocin,350000.0
23,Paul Schinke,100000.0
24,Michael Schlicht,
25,Alexander Siebeck,
26,Matthias Morys,150000.0
27,Roman Wallner,550000.0
28,Daniel Frahn,300000.0
29,Timo Röttger,300000.0
30,Stefan Kutschke,225000.0
31,Carsten Kammlott,175000.0
32,Tom Nattermann,
