,Players,Values
0,Yann Sommer,10000000.0
1,Tobias Sippel,1000000.0
2,Christofer Heimeroth,200000.0
3,Moritz Nicolas,100000.0
4,Andreas Christensen,8000000.0
5,Tony Jantschke,7500000.0
6,Jannik Vestergaard,7000000.0
7,Timothée Kolodziejczak,7000000.0
8,Nico Elvedi,4000000.0
9,Marvin Schulz,750000.0
10,Mamadou Doucouré,
11,Oscar Wendt,4500000.0
12,Nico Schulz,3500000.0
13,Julian Korb,6000000.0
14,Christoph Kramer,12000000.0
15,Tobias Strobl,2000000.0
16,Nils Rütten,50000.0
17,Mahmoud Dahoud,12000000.0
18,Jonas Hofmann,6000000.0
19,Djibril Sow,1000000.0
20,Lászlo Bénes,500000.0
21,Tsiy William Ndenge,100000.0
22,Thorgan Hazard,7500000.0
23,Fabian Johnson,7000000.0
24,Mike Feigenspan,100000.0
25,Patrick Herrmann,12000000.0
26,Ibrahima Traoré,6000000.0
27,André Hahn,5000000.0
28,Lars Stindl,11000000.0
29,Raffael,8000000.0
30,Ba-Muaka Simakala,
31,Josip Drmic,6000000.0
32,Julio Villalba,
