,Players,Values
0,Tom Starke,2500000.0
1,Daniel Haas,500000.0
2,Ramazan Özcan,300000.0
3,Jens Grahl,100000.0
4,Josip Simunic,4500000.0
5,Isaac Vorsah,3500000.0
6,Marvin Compper,3000000.0
7,Matthias Jaissle,1000000.0
8,Manuel Gulde,400000.0
9,Jannik Vestergaard,
10,Edson Braafheid,3000000.0
11,Andreas Ibertsberger,2500000.0
12,Christian Eichner,2000000.0
13,David Alaba,1000000.0
14,Jukka Raitala,750000.0
15,Andreas Beck,6500000.0
16,Luiz Gustavo,5000000.0
17,Sebastian Rudy,1500000.0
18,Sejad Salihovic,6500000.0
19,Tobias Weis,3500000.0
20,Dominik Kaiser,
21,Carlos Eduardo,14500000.0
22,Gylfi Sigurdsson,1250000.0
23,Andreas Ludwig,50000.0
24,Ryan Babel,7000000.0
25,Kai Herdling,
26,Chinedu Obasi,8000000.0
27,Boris Vukcevic,1500000.0
28,Roberto Firmino,
29,Vedad Ibisevic,8500000.0
30,Demba Ba,7500000.0
31,Peniel Mlapa,1000000.0
32,Prince Tagoe,1000000.0
33,Denis Thomalla,
