,Players,Values
0,Heurelho Gomes,7500000.0
1,César Sánchez,2600000.0
2,Carlo Cudicini,2000000.0
3,Ben Alnwick,900000.0
4,Oscar Jansson,
5,Vedran Corluka,11000000.0
6,Ledley King,11000000.0
7,Michael Dawson,7500000.0
8,Jonathan Woodgate,7500000.0
9,Ricardo Rocha,2750000.0
10,Dorian Dervite,500000.0
11,Benoît Assou-Ekotto,2750000.0
12,Danny Rose,500000.0
13,Alan Hutton,8000000.0
14,Pascal Chimbonda,7500000.0
15,Chris Gunter,4000000.0
16,Adam Smith,
17,Didier Zokora,9000000.0
18,Tom Huddlestone,4500000.0
19,Wilson Palacios,1000000.0
20,Calum Butcher,
21,Luka Modric,18000000.0
22,Jermaine Jenas,11500000.0
23,Gilberto,7500000.0
24,Hossam Ghaly,2000000.0
25,Jamie O'Hara,1000000.0
26,John Bostock,300000.0
27,Dean Parrett,
28,Ryan Mason,
29,David Bentley,9000000.0
30,Adel Taarabt,3000000.0
31,Aaron Lennon,12500000.0
32,Gareth Bale,11000000.0
33,Andros Townsend,
34,Giovani dos Santos,6000000.0
35,Dimitar Berbatov,24000000.0
36,Robbie Keane,16500000.0
37,Darren Bent,14000000.0
38,Jermain Defoe,9000000.0
39,Roman Pavlyuchenko,8000000.0
40,Kevin-Prince Boateng,5000000.0
41,Fraizer Campbell,650000.0
42,Jonathan Obika,
