,Players,Values
0,Wojciech Szczesny,15000000.0
1,Emiliano Viviano,7000000.0
2,Lukasz Fabianski,1500000.0
3,Thomas Vermaelen,18000000.0
4,Per Mertesacker,16000000.0
5,Laurent Koscielny,15000000.0
6,Johan Djourou,5000000.0
7,Nacho Monreal,10000000.0
8,Kieran Gibbs,8000000.0
9,Bacary Sagna,14500000.0
10,Carl Jenkinson,4500000.0
11,Héctor Bellerín,300000.0
12,Mathieu Flamini,5000000.0
13,Francis Coquelin,4000000.0
14,Kim Källström,4000000.0
15,Emmanuel Frimpong,1500000.0
16,Isaac Hayden,
17,Nico Yennaris,
18,Jack Wilshere,28000000.0
19,Santi Cazorla,25000000.0
20,Mikel Arteta,11000000.0
21,Aaron Ramsey,10000000.0
22,Abou Diaby,4000000.0
23,Kristoffer Olsson,
24,Gedion Zelalem,
25,Alex Oxlade-Chamberlain,15000000.0
26,Mesut Özil,40000000.0
27,Tomás Rosicky,2000000.0
28,Thomas Eisfeld,
29,Ryo Miyaichi,2500000.0
30,Serge Gnabry,
31,Alex Iwobi,
32,Theo Walcott,25000000.0
33,Joel Campbell,2500000.0
34,Wellington Silva,400000.0
35,Lukas Podolski,23000000.0
36,Olivier Giroud,15000000.0
37,Nicklas Bendtner,5500000.0
38,Ju-yeong Park,2000000.0
39,Yaya Sanogo,1000000.0
40,Chuba Akpom,
