,Players,Values
0,Raphael Schäfer,300000.0
1,Patrick Rakovsky,300000.0
2,Thorsten Kirschbaum,300000.0
3,Even Hovland,1000000.0
4,Georg Margreitter,700000.0
5,Steffen Eder,
6,Lukas Mühl,
7,Laszlo Sepsi,1300000.0
8,Constant Djakpa,1250000.0
9,Dave Bulthuis,900000.0
10,Tim Leibold,900000.0
11,Dennis Lippert,50000.0
12,Miso Brecko,700000.0
13,Patrick Erras,1000000.0
14,Ondrej Petrak,750000.0
15,Eduard Löwen,
16,Patrick Kammerbauer,
17,Hanno Behrens,1300000.0
18,Tobias Kempe,1000000.0
19,Enis Alushi,550000.0
20,Lucas Hufnagel,500000.0
21,Philipp Förster,125000.0
22,Philipp Hercher,150000.0
23,Kevin Möhwald,700000.0
24,Willi Evseev,200000.0
25,Abdelhamid Sabiri,
26,Rúrik Gíslason,800000.0
27,Edgar Salli,750000.0
28,Dominic Baumann,125000.0
29,Tim Matavz,2000000.0
30,Guido Burgstaller,1800000.0
31,Shawn Parker,750000.0
32,Jakub Sylvestr,700000.0
33,Mikael Ishak,700000.0
34,Stefan Kutschke,300000.0
35,Cedric Teuchert,200000.0
