,Players,Values
0,Yvon Mvogo,3000000.0
1,Péter Gulácsi,3000000.0
2,Fabio Coltorti,200000.0
3,Philipp Köhn,
4,Willi Orban,8000000.0
5,Dayot Upamecano,7500000.0
6,Marvin Compper,1500000.0
7,Ibrahima Konaté,300000.0
8,Marcel Halstenberg,6000000.0
9,Bernardo,5000000.0
10,Konrad Laimer,8000000.0
11,Lukas Klostermann,3000000.0
12,Benno Schmitz,1750000.0
13,Diego Demme,7500000.0
14,Stefan Ilsanker,5500000.0
15,Niclas Stierlin,
16,Naby Keïta,27000000.0
17,Kevin Kampl,15000000.0
18,Dominik Kaiser,2500000.0
19,Emil Forsberg,22000000.0
20,Bruma,11000000.0
21,Ademola Lookman,5000000.0
22,Marcel Sabitzer,13000000.0
23,Oliver Burke,7000000.0
24,Timo Werner,25000000.0
25,Yussuf Poulsen,10000000.0
26,Jean-Kévin Augustin,3000000.0
27,Federico Palacios,225000.0
