,Players,Values
0,Patrick Rakovsky,1000000.0
1,Thorsten Kirschbaum,1000000.0
2,Raphael Schäfer,400000.0
3,Alexander Stephan,
4,Ramon Castellucci,
5,Niklas Stark,2000000.0
6,Even Hovland,1100000.0
7,Georg Margreitter,250000.0
8,Lukas Mühl,
9,Laszlo Sepsi,1500000.0
10,Dave Bulthuis,700000.0
11,Tim Leibold,400000.0
12,Miso Brecko,1200000.0
13,Ondrej Petrak,1250000.0
14,Jürgen Mössmer,900000.0
15,Jan Polak,700000.0
16,Patrick Erras,50000.0
17,Hanno Behrens,700000.0
18,Robert Koch,500000.0
19,Alessandro Schöpf,1000000.0
20,Philipp Hercher,
21,Kevin Möhwald,500000.0
22,Willi Evseev,250000.0
23,Zoltán Stieber,1700000.0
24,Sebastian Kerk,1000000.0
25,Danny Blum,500000.0
26,Rúrik Gíslason,1250000.0
27,Jakub Sylvestr,1800000.0
28,Guido Burgstaller,1000000.0
29,Niclas Füllkrug,900000.0
30,Stefan Kutschke,800000.0
31,Cedric Teuchert,300000.0
