,Players,Values
0,Florian Müller,4000000.0
1,René Adler,1000000.0
2,Jannik Huth,750000.0
3,Robin Zentner,600000.0
4,Finn Dahmen,150000.0
5,Stefan Bell,6000000.0
6,Moussa Niakhaté,6000000.0
7,Alexander Hack,3000000.0
8,Niko Bungert,500000.0
9,Ahmet Gürleyen,300000.0
10,Aarón Martín,10000000.0
11,Gaëtan Bussmann,500000.0
12,Daniel Brosinski,3000000.0
13,Giulio Donati,2000000.0
14,Phillipp Mwene,1000000.0
15,Jean-Philippe Gbamin,25000000.0
16,Pierre Kunde Malong,6500000.0
17,Danny Latza,4500000.0
18,Ridle Baku,4000000.0
19,Leandro Barreiro Martins,200000.0
20,Robin Quaison,3500000.0
21,Alexandru Maxim,2000000.0
22,Jean-Paul Boëtius,2000000.0
23,Gerrit Holtmann,2000000.0
24,Karim Onisiwo,500000.0
25,Levin Öztunali,5500000.0
26,Jean-Philippe Mateta,7500000.0
27,Anthony Ujah,2000000.0
28,Issah Abass,1500000.0
29,Jonathan Burkardt,1500000.0
30,Emil Berggreen,1000000.0
