,Players,Values
0,Logan Bailly,4500000.0
1,Christofer Heimeroth,700000.0
2,Frederic Löhe,200000.0
3,Marc-André ter Stegen,
4,Dante,2500000.0
5,Roel Brouwers,1000000.0
6,Jan-Ingwer Callsen-Bracker,800000.0
7,Thomas Kleine,700000.0
8,Roman Neustädter,500000.0
9,Tony Jantschke,500000.0
10,Tim Heubach,50000.0
11,Filip Daems,3000000.0
12,Jean-Sébastien Jaurès,1200000.0
13,Christian Dorda,250000.0
14,Paul Stalteri,1500000.0
15,Tobias Levels,1000000.0
16,Marcel Meeuwis,2000000.0
17,Thorben Marx,1600000.0
18,Gal Alberman,1000000.0
19,Michael Bradley,4000000.0
20,Marco Reus,1000000.0
21,Juan Arango,7000000.0
22,Karim Matmour,2000000.0
23,Fabian Bäcker,
24,Patrick Herrmann,
25,Raúl Bobadilla,4000000.0
26,Rob Friend,2500000.0
27,Roberto Colautti,1000000.0
28,Oliver Neuville,1000000.0
29,Moses Lamidi,300000.0
