,Players,Values
0,Ron-Robert Zieler,8500000.0
1,Markus Miller,375000.0
2,Samuel Sahin-Radlinger,250000.0
3,Tom Schmidt,50000.0
4,Konstantin Fuhry,
5,Andre Hoffmann,3000000.0
6,Marcelo,3000000.0
7,Karim Haggui,2500000.0
8,Salif Sané,2500000.0
9,Christian Schulz,2500000.0
10,Felipe,2250000.0
11,Christopher Avevor,900000.0
12,Florian Ballas,25000.0
13,Sébastien Pocognoli,2750000.0
14,Christian Pander,1250000.0
15,Ali Gökdemir,150000.0
16,Frantisek Rajtoral,2500000.0
17,Hiroki Sakai,1750000.0
18,Steven Cherundolo,900000.0
19,Manuel Schmiedebach,3500000.0
20,Yannik Schulze,100000.0
21,Szabolcs Huszti,3000000.0
22,Leon Andreasen,600000.0
23,Edgar Prib,3000000.0
24,Leonardo Bittencourt,2750000.0
25,Tim Dierßen,
26,Adrian Nikci,700000.0
27,Lars Stindl,7000000.0
28,Jan Schlaudraff,2500000.0
29,Mame Diouf,11000000.0
30,Artjoms Rudnevs,6500000.0
31,Didier Ya Konan,5000000.0
32,Artur Sobiech,2500000.0
33,Deniz Kadah,300000.0
34,Valmir Sulejmani,
35,Almir Kasumovic,
