,Players,Values
0,Manuel Neuer,30000000.0
1,Tom Starke,1500000.0
2,Maximilian Riedmüller,200000.0
3,Lukas Raeder,
4,Holger Badstuber,22000000.0
5,Jérôme Boateng,15000000.0
6,Dante,8000000.0
7,Daniel Van Buyten,2500000.0
8,David Alaba,16000000.0
9,Diego Contento,2000000.0
10,Philipp Lahm,28000000.0
11,Rafinha,6500000.0
12,Mitchell Weiser,1000000.0
13,Vladimir Rankovic,
14,Javi Martínez,22000000.0
15,Luiz Gustavo,15000000.0
16,Anatoliy Tymoshchuk,3500000.0
17,Emre Can,600000.0
18,Bastian Schweinsteiger,35000000.0
19,Toni Kroos,23000000.0
20,Pierre-Emile Höjbjerg,
21,Patrick Weihrauch,
22,Franck Ribéry,42000000.0
23,Arjen Robben,28000000.0
24,Xherdan Shaqiri,12500000.0
25,Thomas Müller,32000000.0
26,Mario Gómez,42000000.0
27,Mario Mandzukic,14000000.0
28,Claudio Pizarro,5000000.0
