,Players,Values
0,Pepe Reina,19000000.0
1,Diego Cavalieri,2000000.0
2,Péter Gulácsi,
3,Jamie Carragher,19000000.0
4,Martin Skrtel,15000000.0
5,Daniel Agger,12000000.0
6,Sotiris Kyrgiakos,6500000.0
7,Daniel Ayala,750000.0
8,Fábio Aurélio,8500000.0
9,Emiliano Insúa,3000000.0
10,Robbie Threlfall,100000.0
11,Jack Robinson,
12,Glen Johnson,11000000.0
13,Philipp Degen,2000000.0
14,Stephen Darby,200000.0
15,Martin Kelly,50000.0
16,Javier Mascherano,26000000.0
17,Lucas Leiva,6000000.0
18,Damien Plessis,500000.0
19,Jay Spearing,100000.0
20,Steven Gerrard,50000000.0
21,Alberto Aquilani,18000000.0
22,Andrea Dossena,6000000.0
23,Maxi Rodríguez,25000000.0
24,Albert Riera,16000000.0
25,Ryan Babel,9000000.0
26,Dani Pacheco,100000.0
27,Dirk Kuyt,18000000.0
28,Yossi Benayoun,9500000.0
29,Nabil El Zhar,500000.0
30,Andriy Voronin,6000000.0
31,Fernando Torres,45000000.0
32,David N'Gog,2000000.0
33,Nathan Eccleston,50000.0
