,Players,Values
0,Péter Gulácsi,8000000.0
1,Yvon Mvogo,3000000.0
2,Marius Müller,500000.0
3,Julian Krahl,200000.0
4,Dayot Upamecano,30000000.0
5,Willi Orban,15000000.0
6,Ibrahima Konaté,12000000.0
7,Atinc Nukan,600000.0
8,Marcelo Saracchi,12000000.0
9,Marcel Halstenberg,8000000.0
10,Nordi Mukiele,14000000.0
11,Lukas Klostermann,12000000.0
12,Konrad Laimer,8000000.0
13,Diego Demme,9000000.0
14,Stefan Ilsanker,4500000.0
15,Kevin Kampl,18000000.0
16,Erik Majetschak,200000.0
17,Emil Forsberg,25000000.0
18,Bruma,12500000.0
19,Emre Aslan,200000.0
20,Marcel Sabitzer,25000000.0
21,Timo Werner,60000000.0
22,Jean-Kévin Augustin,25000000.0
23,Yussuf Poulsen,15000000.0
24,Matheus Cunha,12500000.0
