,Players,Values
0,Ron-Robert Zieler,9500000.0
1,Robert Almer,500000.0
2,Markus Miller,375000.0
3,Timo Königsmann,
4,Salif Sané,4000000.0
5,Marcelo,4000000.0
6,Andre Hoffmann,3000000.0
7,Christian Schulz,2500000.0
8,Felipe,1500000.0
9,Stefan Thesker,400000.0
10,Marius Stankevicius,300000.0
11,Florian Ballas,100000.0
12,Miiko Albornoz,1000000.0
13,Christian Pander,1000000.0
14,Niklas Teichgräber,75000.0
15,João Pereira,6000000.0
16,Hiroki Sakai,2500000.0
17,Manuel Schmiedebach,2500000.0
18,Ceyhun Gülselam,2300000.0
19,Yannik Schulze,100000.0
20,Fabian Pietler,75000.0
21,Maurice Hirsch,25000.0
22,Leon Andreasen,1000000.0
23,Edgar Prib,3500000.0
24,Sebastian Ernst,100000.0
25,Hiroshi Kiyotake,7000000.0
26,Leonardo Bittencourt,4000000.0
27,Tim Dierßen,100000.0
28,Kenan Karaman,100000.0
29,Lars Stindl,7000000.0
30,Jan Schlaudraff,1500000.0
31,Didier Ya Konan,4000000.0
32,Joselu,3000000.0
33,Artur Sobiech,2500000.0
34,Jimmy Briand,2500000.0
