,Players,Values
0,Maikel Aerts,600000.0
1,Sascha Burchert,250000.0
2,Marco Sejna,50000.0
3,Richard Strebinger,
4,Roman Hubnik,1500000.0
5,Peter Niemeyer,1500000.0
6,Andre Mijatovic,1400000.0
7,Christoph Janker,600000.0
8,Kaká,400000.0
9,Sebastian Neumann,100000.0
10,Nico Schulz,
11,Christian Lell,750000.0
12,Fabian Lustenberger,2500000.0
13,Pál Dárdai,750000.0
14,Lennart Hartmann,250000.0
15,Fanol Perdedaj,100000.0
16,Marvin Knoll,100000.0
17,Zecke,150000.0
18,Alfredo Morales,100000.0
19,Levan Kobiashvili,1250000.0
20,Patrick Ebert,2750000.0
21,Ronny,1000000.0
22,Sascha Bigalke,300000.0
23,Nikita Rukavytsya,600000.0
24,Raffael,5500000.0
25,Daniel Beichler,1750000.0
26,Adrián Ramos,3000000.0
27,Rob Friend,2500000.0
28,Valeri Domovchiyski,1000000.0
29,Marco Djuricin,50000.0
30,Pierre-Michel Lasogga,
