,Players,Values
0,René Adler,12000000.0
1,David Yelldell,1000000.0
2,Bernd Leno,600000.0
3,Fabian Giefer,500000.0
4,Vedran Corluka,12000000.0
5,Daniel Schwaab,5000000.0
6,Ömer Toprak,4000000.0
7,Manuel Friedrich,3000000.0
8,Michal Kadlec,6000000.0
9,Danny da Costa,200000.0
10,Stefan Reinartz,7500000.0
11,Simon Rolfes,7500000.0
12,Lars Bender,5500000.0
13,Hanno Balitsch,2500000.0
14,Renato Augusto,15000000.0
15,Gonzalo Castro,9000000.0
16,Michael Ballack,5000000.0
17,Erik Zenga,
18,Dominik Kohr,
19,Bastian Oczipka,2500000.0
20,Tranquillo Barnetta,8000000.0
21,Michael Ortega,800000.0
22,Kolja Pusch,
23,André Schürrle,12500000.0
24,Sidney Sam,6500000.0
25,Karim Bellarabi,1000000.0
26,Stefan Kießling,12000000.0
27,Eren Derdiyok,10000000.0
28,Nicolai Jörgensen,1500000.0
29,Samed Yesil,
