,Players,Values
0,Manuel Almunia,8500000.0
1,Lukasz Fabianski,3000000.0
2,Vito Mannone,300000.0
3,Wojciech Szczesny,100000.0
4,James Shea,
5,William Gallas,16000000.0
6,Thomas Vermaelen,6000000.0
7,Philippe Senderos,5000000.0
8,Johan Djourou,4500000.0
9,Sol Campbell,4400000.0
10,Mikaël Silvestre,3000000.0
11,Kyle Bartley,
12,Thomas Cruise,
13,Gaël Clichy,15000000.0
14,Kieran Gibbs,2500000.0
15,Armand Traoré,2500000.0
16,Bacary Sagna,15000000.0
17,Emmanuel Eboué,7000000.0
18,Kerrea Gilbert,300000.0
19,Luke Ayling,
20,Denílson,8000000.0
21,Alex Song,7500000.0
22,Craig Eastmond,
23,Emmanuel Frimpong,
24,Francis Coquelin,
25,Cesc Fàbregas,40000000.0
26,Abou Diaby,5000000.0
27,Aaron Ramsey,5000000.0
28,Jack Wilshere,3000000.0
29,Fran Mérida,2600000.0
30,Mark Randall,250000.0
31,Henri Lansbury,50000.0
32,Conor Henderson,
33,Tomás Rosicky,13000000.0
34,Nacer Barazite,1000000.0
35,Samir Nasri,18000000.0
36,Sanchez Watt,
37,Theo Walcott,13000000.0
38,Carlos Vela,6000000.0
39,Gilles Sunu,
40,Andrey Arshavin,26000000.0
41,Robin van Persie,21000000.0
42,Eduardo,11000000.0
43,Nicklas Bendtner,7500000.0
44,Jay Emmanuel-Thomas,
