,Players,Values
0,Wojciech Szczesny,12000000.0
1,Petr Cech,12000000.0
2,David Ospina,8000000.0
3,Emiliano Martínez,1500000.0
4,Matt Macey,500000.0
5,Laurent Koscielny,22000000.0
6,Shkodran Mustafi,20000000.0
7,Per Mertesacker,13000000.0
8,Calum Chambers,12000000.0
9,Gabriel Paulista,12000000.0
10,Krystian Bielik,1500000.0
11,Rob Holding,250000.0
12,Nacho Monreal,15000000.0
13,Kieran Gibbs,13000000.0
14,Marc Bola,
15,Héctor Bellerín,18000000.0
16,Carl Jenkinson,9000000.0
17,Mathieu Debuchy,7500000.0
18,Granit Xhaka,35000000.0
19,Francis Coquelin,12000000.0
20,Mohamed Elneny,6000000.0
21,Ben Sheaf,
22,Joshua Da Silva,
23,Aaron Ramsey,30000000.0
24,Santi Cazorla,24000000.0
25,Jack Wilshere,23000000.0
26,Gedion Zelalem,250000.0
27,Alex Oxlade-Chamberlain,20000000.0
28,Ainsley Maitland-Niles,750000.0
29,Mesut Özil,50000000.0
30,Alexis Sánchez,55000000.0
31,Alex Iwobi,1000000.0
32,Chris Willock,
33,Theo Walcott,25000000.0
34,Joel Campbell,8000000.0
35,Jeff Reine-Adélaïde,1000000.0
36,Olivier Giroud,25000000.0
37,Danny Welbeck,17000000.0
38,Lucas Pérez,10000000.0
39,Yaya Sanogo,1500000.0
40,Chuba Akpom,1000000.0
41,Stephy Mavididi,
