,Players,Values
0,Robert Almer,600000.0
1,Michael Ratajczak,400000.0
2,Markus Krauss,50000.0
3,Assani Lukimya,1000000.0
4,Jens Langeneke,500000.0
5,Juanan,
6,Johannes van den Bergh,1250000.0
7,Jeron Al-Hazaimeh,25000.0
8,Tobias Levels,1250000.0
9,Christian Weber,900000.0
10,Tugrul Erat,
11,Adam Matuszczyk,3000000.0
12,Adam Bodzek,750000.0
13,Kai Schwertfeger,700000.0
14,Karim Aouadhi,500000.0
15,Andreas Lambertz,1250000.0
16,Oliver Fink,1000000.0
17,Sascha Dum,700000.0
18,Jules Schwadorf,
19,Ken Ilsö,1750000.0
20,Robbie Kruse,750000.0
21,Maximilian Beister,1000000.0
22,Thomas Bröker,750000.0
23,Sascha Rösler,500000.0
24,Timo Furuholm,700000.0
25,Ranisav Jovanovic,500000.0
26,Adriano Grimaldi,150000.0
27,Marco Königs,100000.0
28,Villyan Bijev,
