,Players,Values
0,Ron-Robert Zieler,7000000.0
1,Mitchell Langerak,1500000.0
2,Jens Grahl,300000.0
3,Alexander Meyer,150000.0
4,Timo Baumgartl,4000000.0
5,Benjamin Pavard,3500000.0
6,Holger Badstuber,2500000.0
7,Marcin Kaminski,1500000.0
8,Emiliano Insúa,3500000.0
9,Dennis Aogo,1500000.0
10,Aílton,800000.0
11,Andreas Beck,3000000.0
12,Santiago Ascacíbar,7500000.0
13,Ebenezer Ofori,1750000.0
14,Matthias Zimmermann,1000000.0
15,Dzenis Burnic,250000.0
16,Alexander Groiß,
17,Christian Gentner,2000000.0
18,Anto Grgic,1750000.0
19,Orel Mangala,
20,Erik Thommy,650000.0
21,Berkay Özcan,1000000.0
22,Julian Green,700000.0
23,Nicolas Sessa,75000.0
24,Josip Brekalo,3000000.0
25,Jacob Bruun Larsen,
26,Carlos Mané,4500000.0
27,Chadrac Akolo,2500000.0
28,Pascal Breier,200000.0
29,Takuma Asano,2500000.0
30,Mario Gómez,7500000.0
31,Simon Terodde,4000000.0
32,Daniel Ginczek,2500000.0
33,Anastasios Donis,1250000.0
