,Players,Values
0,Alexander Schwolow,1000000.0
1,Rafal Gikiewicz,900000.0
2,Patric Klandt,400000.0
3,Marc Oliver Kempf,2750000.0
4,Georg Niedermeier,1500000.0
5,Marc Torrejón,1200000.0
6,Caglar Söyüncü,1000000.0
7,Manuel Gulde,1000000.0
8,Christian Günter,2000000.0
9,Jonas Föhrenbach,500000.0
10,Aleksandar Ignjovski,2000000.0
11,Lukas Kübler,600000.0
12,Pascal Stenzel,500000.0
13,Fabian Menig,250000.0
14,Amir Abrashi,2500000.0
15,Jonas Meffert,1500000.0
16,Nicolas Höfler,1200000.0
17,Julian Schuster,700000.0
18,Caleb Stanko,175000.0
19,Mike Frantz,1500000.0
20,Lucas Hufnagel,500000.0
21,Vincent Sierro,400000.0
22,Janik Haberer,1000000.0
23,Vincenzo Grifo,2750000.0
24,Mats Möller Daehli,1000000.0
25,Sebastian Kerk,600000.0
26,Florian Kath,150000.0
27,Onur Bulut,700000.0
28,Nils Petersen,3500000.0
29,Maximilian Philipp,2250000.0
30,Florian Niederlechner,1500000.0
31,Havard Nielsen,1500000.0
32,Tim Kleindienst,500000.0
33,Karim Guédé,500000.0
34,Amir Falahen,125000.0
35,Fabian Schleusener,100000.0
