,Players,Values
0,Kepa,50000000.0
1,Willy Caballero,1000000.0
2,Robert Green,250000.0
3,Antonio Rüdiger,40000000.0
4,Andreas Christensen,40000000.0
5,David Luiz,25000000.0
6,Gary Cahill,15000000.0
7,Ethan Ampadu,5000000.0
8,Marcos Alonso,45000000.0
9,Emerson,20000000.0
10,César Azpilicueta,40000000.0
11,Davide Zappacosta,20000000.0
12,N'Golo Kanté,80000000.0
13,Jorginho,60000000.0
14,Mateo Kovacic,30000000.0
15,Cesc Fàbregas,25000000.0
16,Danny Drinkwater,20000000.0
17,Ruben Loftus-Cheek,18000000.0
18,Marco van Ginkel,12000000.0
19,Ross Barkley,25000000.0
20,Eden Hazard,120000000.0
21,Pedro,25000000.0
22,Lucas Piazón,2500000.0
23,Willian,50000000.0
24,Victor Moses,20000000.0
25,Álvaro Morata,60000000.0
26,Olivier Giroud,18000000.0
